,Year,Brand,Model,Driven_Kms,Fuel_Type,Transmission_Type,Features,City,Price(L),EMI(month)
1837,2019,Hyundai,Creta SX AT 1.6 PETROL,27048,Petrol,Automatic,Top Model,New Delhi,11.39,"21,680"
1838,2011,Maruti,Swift VXI D,77021,Petrol,Manual,100% Tyre Life,New Delhi,1.89,"8,897"
1839,2018,Honda,Amaze 1.2L I-VTEC S,49061,Petrol,Manual,100% Tyre Life,New Delhi,5.15,"10,068"
1840,2014,Maruti,Wagon R 1.0 VXI,72025,Petrol,Manual,Top Model,New Delhi,2.82,"6,273"
1841,2020,Honda,City 1.5L I-VTEC ZX,45296,Petrol,Manual,Top Model,New Delhi,10.75,"20,462"
1842,2014,Volkswagen,Polo HIGHLINE1.2L,102172,Petrol,Manual,Top Model,New Delhi,3.60,"8,008"
1843,2017,Hyundai,Elite i20 MAGNA EXECUTIVE 1.2,23618,Petrol,Manual,Regularly Serviced,New Delhi,5.45,"10,655"
1844,2021,Honda,Amaze 1.2L I-VTEC S CVT,43188,Petrol,Automatic,Spl. Reg. No.,New Delhi,7.03,"13,744"
1845,2020,Tata,Tiago XE PETROL,22064,Petrol,Manual,Less Driven,New Delhi,4.61,"9,013"
1846,2015,Maruti,Swift Dzire VXI,95003,Petrol,Manual,,New Delhi,3.98,"7,781"
1847,2017,Hyundai,Creta SX PLUS 1.6 PETROL,35540,Petrol,Manual,Top Model,New Delhi,7.62,"14,897"
1848,2020,KIA,CARNIVAL PREMIUM 2.2 7 STR,66619,Diesel,Automatic,Alloy Wheels,New Delhi,19.16,"36,475"
1849,2022,Tata,ALTROZ XZA PLUS DARK EDTION,25132,Petrol,Automatic,Top Model,New Delhi,8.39,"15,970"
1850,2017,Honda,City 1.5L I-VTEC SV,16082,Petrol,Manual,Regularly Serviced,New Delhi,6.90,"13,490"
1851,2018,Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,85285,Petrol,Automatic,Regularly Serviced,New Delhi,6.57,"12,844"
1852,2019,Maruti,New Wagon-R VXI 1.0,64996,Petrol,Manual,Top Model,New Delhi,4.01,"7,840"
1853,2022,Tata,Safari XMA,20858,Diesel,Automatic,Spl. Reg. No.,New Delhi,18.02,"34,299"
1854,2018,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,17247,Petrol,Manual,Regularly Serviced,New Delhi,7.42,"14,498"
1855,2015,Maruti,Celerio ZXI,40763,Petrol,Manual,Spl. Reg. No.,New Delhi,3.62,"7,077"
1856,2017,Maruti,IGNIS DELTA 1.2,57093,Petrol,Manual,Safety Specs.,New Delhi,4.06,"7,937"
1857,2021,Honda,City 1.5L I-VTEC ZX,28155,Petrol,Manual,Top Model,New Delhi,11.55,"21,984"
1858,2016,Hyundai,Creta SX PLUS 1.6 PETROL,33387,Petrol,Manual,Top Model,New Delhi,7.94,"15,526"
1859,2022,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,1256,Petrol,Automatic,Spl. Reg. No.,New Delhi,10.81,"20,576"
1860,2021,Datsun,Redi Go A,15668,Petrol,Manual,Regularly Serviced,New Delhi,3.37,"6,588"
1861,2015,Hyundai,Creta SX PLUS 1.6 PETROL,65142,Petrol,Manual,Top Model,New Delhi,7.01,"13,709"
1862,2017,Maruti,Wagon R 1.0 LXI CNG,110029,CNG,Manual,100% Tyre Life,New Delhi,3.48,"7,730"
1863,2020,Tata,Harrier XZA PLUS 2.0L DUAL TONE,48760,Diesel,Automatic,Top Model,New Delhi,15.96,"30,378"
1864,2023,Maruti,Alto K10 VXI PLUS,2430,Petrol,Manual,Regularly Serviced,New Delhi,5.06,"9,896"
1865,2021,MG,HECTOR SHARP HYBRID 1.5 PETROL,20387,Petrol,Manual,Top Model,New Delhi,15.42,"29,351"
1866,2022,Tata,TIGOR XZ PLUS CNG,28325,CNG,Manual,Regularly Serviced,New Delhi,7.02,"13,724"
1867,2020,Maruti,Baleno SIGMA PETROL 1.2,30818,Petrol,Manual,Safety Specs.,New Delhi,5.26,"10,283"
1868,2015,Honda,City 1.5L I-VTEC V MT,64944,Petrol,Manual,Alloy Wheels,New Delhi,5.23,"10,217"
1869,2022,Hyundai,AURA S 1.2 CNG,36335,CNG,Manual,Regularly Serviced,New Delhi,7.17,"14,017"
1870,2020,Maruti,Baleno DELTA PETROL 1.2,52747,Petrol,Manual,Safety Specs.,New Delhi,5.61,"10,975"
1871,2021,Hyundai,VENUE SX 1.0 TURBO,49451,Petrol,Manual,Top Model,New Delhi,8.34,"15,874"
1872,2018,Skoda,Rapid STYLE 1.6 MPI AT,69911,Petrol,Automatic,Top Model,New Delhi,8.06,"15,345"
1873,2022,Tata,Tiago XZ PLUS CNG,16750,CNG,Manual,Safety Specs.,New Delhi,6.65,"13,001"
1874,2016,Maruti,Alto 800 VXI,28259,Petrol,Manual,Regularly Serviced,New Delhi,2.88,"5,630"
1875,2023,Maruti,New Wagon-R LXI 1.0,2428,Petrol,Manual,Regularly Serviced,New Delhi,5.80,"11,347"
1876,2021,KIA,SELTOS HTX PLUS 1.5 DIESEL,45515,Diesel,Manual,Spl. Reg. No.,New Delhi,13.40,"25,512"
1877,2019,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,38203,Petrol,Automatic,Spl. Reg. No.,New Delhi,9.14,"17,397"
1878,2013,Hyundai,i10 SPORTZ 1.2,65840,Petrol,Manual,100% Tyre Life,New Delhi,2.64,"6,952"
1879,2015,Maruti,Baleno ALPHA DIESEL 1.3,70867,Diesel,Manual,Top Model,New Delhi,4.79,"42,559"
1880,2017,Ford,Ecosport AMBIENTE 1.5L PETROL,25973,Petrol,Manual,100% Tyre Life,New Delhi,5.77,"11,280"
1881,2015,Maruti,Swift Dzire VXI,34168,Petrol,Manual,100% Tyre Life,New Delhi,4.23,"8,270"
1882,2021,Nissan,MAGNITE XV TURBO,9278,Petrol,Manual,Top Model,New Delhi,7.05,"13,783"
1883,2021,Tata,ALTROZ XM PLUS PETROL,43220,Petrol,Manual,Regularly Serviced,New Delhi,6.24,"12,199"
1884,2015,Maruti,Baleno DELTA PETROL 1.2,68675,Petrol,Manual,Safety Specs.,New Delhi,4.23,"8,270"
1885,2019,Mahindra,XUV300 W6 1.5 DIESEL,62238,Diesel,Manual,Regularly Serviced,New Delhi,7.65,"17,017"
1886,2016,Hyundai,Creta E PLUS 1.6 PETROL,66040,Petrol,Manual,100% Tyre Life,New Delhi,7.39,"14,448"
1887,2017,Maruti,Swift VXI,39133,Petrol,Manual,City Driven,New Delhi,4.72,"9,228"
1888,2020,Ford,Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL,68001,Petrol,Manual,Spl. Reg. No.,New Delhi,9.32,"17,740"
1889,2021,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,67543,CNG,Manual,Alloy Wheels,New Delhi,6.24,"12,199"
1890,2021,Maruti,Swift VXI AMT,11386,Petrol,Automatic,Regularly Serviced,New Delhi,6.75,"13,196"
1891,2019,Hyundai,NEW SANTRO SPORTZ MT,15065,Petrol,Manual,Regularly Serviced,New Delhi,4.74,"9,267"
1892,2019,Maruti,S PRESSO VXI,54923,Petrol,Manual,Regularly Serviced,New Delhi,3.61,"7,063"
1893,2022,Honda,Amaze 1.2L I-VTEC VX,25896,Petrol,Manual,Alloy Wheels,New Delhi,8.46,"16,103"
1894,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,58485,Petrol,Manual,Regularly Serviced,New Delhi,4.10,"8,016"
1895,2017,Hyundai,Elite i20 SPORTZ 1.2,64237,Petrol,Manual,100% Tyre Life,New Delhi,5.14,"10,049"
1896,2016,Hyundai,Verna 1.6 CRDI SX,67877,Diesel,Manual,Top Model,New Delhi,5.76,"27,138"
1897,2019,Honda,Jazz 1.5L I-DTEC VX,27362,Diesel,Manual,Top Model,New Delhi,6.48,"14,414"
1898,2017,Hyundai,Xcent E+,51041,Petrol,Manual,Regularly Serviced,New Delhi,4.22,"8,250"
1899,2015,Honda,City 1.5L I-VTEC V MT,65113,Petrol,Manual,Alloy Wheels,New Delhi,5.31,"10,381"
1900,2018,Honda,Amaze 1.2L I-VTEC S,75552,Petrol,Manual,Regularly Serviced,New Delhi,5.44,"10,635"
1901,2015,Maruti,Swift ZXI,47739,Petrol,Manual,Top Model,New Delhi,4.69,"9,169"
1902,2020,Hyundai,VENUE SX 1.0 TURBO,24972,Petrol,Manual,Top Model,New Delhi,9.03,"17,188"
1903,2020,Maruti,Alto VXI,27437,Petrol,Manual,Regularly Serviced,New Delhi,3.86,"7,546"
1904,2021,Tata,ALTROZ XZ 1.5 RTQ,38295,Diesel,Manual,As Good As New,New Delhi,7.31,"14,291"
1905,2023,Maruti,New Wagon-R LXI 1.0,3962,Petrol,Manual,Regularly Serviced,New Delhi,5.68,"11,105"
1906,2011,Maruti,Swift Dzire VXI,58020,Petrol,Manual,100% Tyre Life,New Delhi,2.12,"9,980"
1907,2020,Maruti,IGNIS ZETA 1.2 AMT,27164,Petrol,Automatic,City Driven,New Delhi,5.99,"11,713"
1908,2017,Maruti,Celerio ZXI,30538,Petrol,Manual,City Driven,New Delhi,4.36,"8,524"
1909,2015,Toyota,Innova 2.5 GX 8 STR,82593,Diesel,Manual,100% Tyre Life,New Delhi,10.59,"93,596"
1910,2013,Maruti,Swift Dzire VXI,93741,Petrol,Manual,City Driven,New Delhi,3.17,"8,348"
1911,2021,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,28627,Petrol,Automatic,Top Model,New Delhi,10.34,"19,681"
1912,2019,Honda,Amaze 1.2L I-VTEC S,39444,Petrol,Manual,Safety Specs.,New Delhi,6.29,"12,297"
1913,2019,Maruti,New Wagon-R VXI 1.2 AMT,12716,Petrol,Automatic,Regularly Serviced,New Delhi,5.52,"10,800"
1914,2016,Maruti,Ciaz VXI+,32891,Petrol,Manual,Safety Specs.,New Delhi,5.73,"11,202"
1915,2015,Maruti,Ciaz VXI+,81065,Petrol,Manual,100% Tyre Life,New Delhi,4.90,"9,580"
1916,2022,Renault,Kwid CLIMBER 1.0 (O) DUAL TONE,26176,Petrol,Manual,As Good As New,New Delhi,4.93,"9,638"
1917,2020,Maruti,Baleno SIGMA PETROL 1.2,28569,Petrol,Manual,Safety Specs.,New Delhi,5.64,"11,026"
1918,2011,Volkswagen,Vento TRENDLINE 1.6,47719,Petrol,Manual,City Driven,New Delhi,2.27,"10,686"
1919,2015,Hyundai,Elite i20 MAGNA 1.2,60958,Petrol,Manual,100% Tyre Life,New Delhi,4.91,"9,599"
1920,2019,Tata,NEXON XZ PLUS PETROL,73135,Petrol,Manual,Alloy Wheels,New Delhi,7.17,"14,023"
1921,2021,Maruti,Baleno DELTA PETROL 1.2,18460,Petrol,Manual,Safety Specs.,New Delhi,6.49,"12,688"
1922,2018,Maruti,Dzire ZXI AMT,50746,Petrol,Automatic,Spl. Reg. No.,New Delhi,7.03,"13,744"
1923,2011,Volkswagen,Polo TRENDLINE 1.2L PETROL,63323,Petrol,Manual,City Driven,New Delhi,2.32,"10,921"
1924,2019,Maruti,IGNIS DELTA 1.2,37844,Petrol,Manual,Safety Specs.,New Delhi,4.78,"9,345"
1925,2017,Tata,NEXON XZ PLUS PETROL,68490,Petrol,Manual,100% Tyre Life,New Delhi,6.46,"12,629"
1926,2018,Maruti,Celerio VXI,11942,Petrol,Manual,Low Run Cost,New Delhi,4.23,"8,262"
1927,2014,Maruti,Swift LXI (O),72689,Petrol,Manual,100% Tyre Life,New Delhi,3.85,"8,564"
1928,2021,Maruti,Baleno SIGMA PETROL 1.2,20042,Petrol,Manual,Safety Specs.,New Delhi,5.92,"11,574"
1929,2011,Hyundai,i20 SPORTZ 1.2,73031,Petrol,Manual,Alloy Wheels,New Delhi,1.94,"9,132"
1930,2019,Hyundai,NEW SANTRO SPORTZ MT,31157,Petrol,Manual,City Driven,New Delhi,5.53,"10,811"
1931,2017,Maruti,Ciaz ALPHA 1.4 PETROL,55535,Petrol,Manual,Top Model,New Delhi,6.12,"11,971"
1932,2022,Tata,Safari XM SUNROOF,18339,Diesel,Manual,Regularly Serviced,New Delhi,16.33,"31,083"
1933,2016,Maruti,Swift LXI (O),78627,Petrol,Manual,Safety Specs.,New Delhi,3.33,"6,510"
1934,2017,Renault,Kwid CLIMBER 1.0 AMT,32179,Petrol,Automatic,Spl. Reg. No.,New Delhi,3.06,"5,982"
1935,2014,Hyundai,Eon MAGNA +,36081,Petrol,Manual,100% Tyre Life,New Delhi,2.20,"4,894"
1936,2020,Hyundai,VENUE S 1.2,46774,Petrol,Manual,Regularly Serviced,New Delhi,6.68,"13,060"
1937,2018,Honda,WR-V 1.5L I-DTEC S MT,51837,Diesel,Manual,Safety Specs.,New Delhi,4.76,"12,535"
1938,2019,Toyota,Etios Liva V DUAL TONE,56258,Petrol,Manual,Alloy Wheels,New Delhi,4.67,"9,130"
1939,2022,Nissan,MAGNITE XE,8699,Petrol,Manual,Regularly Serviced,New Delhi,5.67,"11,085"
1940,2019,Hyundai,VENUE S 1.2,55280,Petrol,Manual,100% Tyre Life,New Delhi,6.78,"13,255"
1941,2014,Toyota,Corolla Altis G PETROL,78895,Petrol,Manual,Spl. Reg. No.,New Delhi,5.27,"11,723"
1942,2018,Maruti,Alto K10 VXI,60716,Petrol,Manual,Top Model,New Delhi,3.15,"6,158"
1943,2021,Maruti,Ertiga ZXI+ SHVS,5963,Petrol,Manual,Top Model,New Delhi,10.50,"19,986"
1944,2021,KIA,SONET HTK PLUS 1.2,21668,Petrol,Manual,Regularly Serviced,New Delhi,8.38,"15,951"
1945,2014,Maruti,Alto 800 VXI,33980,Petrol,Manual,Top Model,New Delhi,1.97,"4,382"
1946,2022,Maruti,Baleno SIGMA PETROL 1.2,4296,Petrol,Manual,Regularly Serviced,New Delhi,6.21,"12,141"
1947,2022,Maruti,Baleno ALPHA PETROL 1.2,32318,CNG,Manual,Top Model,New Delhi,8.71,"16,579"
1948,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,37439,CNG,Manual,Alloy Wheels,New Delhi,5.86,"11,456"
1949,2020,Hyundai,VENUE SX 1.5 CRDI,37743,Diesel,Manual,Top Model,New Delhi,8.77,"16,693"
1950,2012,Honda,City 1.5L I-VTEC V MT,98614,Petrol,Manual,Alloy Wheels,New Delhi,2.61,"8,669"
1951,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,82442,CNG,Manual,,New Delhi,3.85,"8,564"
1952,2016,Hyundai,Creta S 1.6 PETROL,54986,Petrol,Manual,100% Tyre Life,New Delhi,7.08,"13,842"
1953,2023,Maruti,Alto LXI OPT CNG,9840,CNG,Manual,Regularly Serviced,New Delhi,4.65,"9,091"
1954,2014,Volkswagen,Polo HIGHLINE1.2L,72414,Petrol,Manual,Top Model,New Delhi,3.71,"8,253"
1955,2017,Hyundai,Verna 1.6 VTVT SX (O) AT,70680,Petrol,Automatic,Top Model,New Delhi,7.93,"15,503"
1956,2021,KIA,SONET HTX PLUS 1.0 IMT,16385,Petrol,Manual,Sunroof,New Delhi,10.95,"20,842"
1957,2019,MG,HECTOR SMART 1.5 DCT PETROL,13458,Petrol,Automatic,Alloy Wheels,New Delhi,13.74,"26,153"
1958,2021,Maruti,Vitara Brezza VXI,38967,Petrol,Manual,Regularly Serviced,New Delhi,7.96,"15,562"
1959,2019,Maruti,Dzire VXI,48864,Petrol,Manual,100% Tyre Life,New Delhi,5.24,"10,244"
1960,2020,Maruti,S PRESSO VXI,17394,Petrol,Manual,Regularly Serviced,New Delhi,3.62,"7,077"
1961,2019,Hyundai,NEW SANTRO SPORTZ CNG,58307,CNG,Manual,Regularly Serviced,New Delhi,4.69,"9,169"
1962,2017,Maruti,Dzire VXI,96392,Petrol,Manual,Safety Specs.,New Delhi,4.61,"9,013"
1963,2020,Maruti,Swift VXI,60134,Petrol,Manual,100% Tyre Life,New Delhi,5.41,"10,577"
1964,2013,Maruti,Wagon R 1.0 LXI,75729,Petrol,Manual,100% Tyre Life,New Delhi,2.31,"6,070"
1965,2021,KIA,SONET HTK PLUS 1.5 AT,85360,Diesel,Automatic,Regularly Serviced,New Delhi,8.50,"16,179"
1966,2020,Maruti,Baleno DELTA PETROL 1.2,13861,Petrol,Manual,Regularly Serviced,New Delhi,5.91,"11,554"
1967,2022,Toyota,URBAN CRUISER MID GRADE AT,6271,Petrol,Automatic,Regularly Serviced,New Delhi,9.53,"18,139"
1968,2018,Jeep,Compass LIMITED 1.4 PETROL AT,77892,Petrol,Automatic,Alloy Wheels,New Delhi,10.68,"20,334"
1969,2016,Hyundai,i20 Active 1.2 BASE,55120,Petrol,Manual,Alloy Wheels,New Delhi,4.97,"9,716"
1970,2023,Honda,Amaze 1.2L I-VTEC S,2634,Petrol,Manual,Regularly Serviced,New Delhi,7.54,"14,741"
1971,2013,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,79205,Petrol,Manual,City Driven,New Delhi,2.90,"7,637"
1972,2019,Maruti,Swift LXI,32985,Petrol,Manual,Regularly Serviced,New Delhi,5.10,"9,971"
1973,2019,Maruti,Dzire LDI,40432,Diesel,Manual,100% Tyre Life,New Delhi,5.24,"11,656"
1974,2016,Hyundai,i20 Active 1.2 SX,35484,Petrol,Manual,Top Model,New Delhi,5.19,"10,147"
1975,2022,Hyundai,VENUE SX 1.0 TURBO IMT,16132,Petrol,Manual,Top Model,New Delhi,9.09,"17,302"
1976,2019,Toyota,Fortuner 2.8 4X2 MT,94020,Diesel,Manual,Spl. Reg. No.,New Delhi,26.08,"56,704"
1977,2015,Hyundai,Verna FLUIDIC 4S 1.6 VTVT S,52816,Petrol,Manual,Alloy Wheels,New Delhi,5.86,"11,456"
1978,2016,Maruti,Baleno ZETA PETROL 1.2,96466,Petrol,Manual,Alloy Wheels,New Delhi,4.59,"8,974"
1979,2019,Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,30920,Petrol,Manual,Regularly Serviced,New Delhi,5.39,"10,538"
1980,2018,Ford,Ecosport TITANIUM 1.5L PETROL,43926,Petrol,Manual,Top Model,New Delhi,6.81,"13,314"
1981,2018,Mahindra,KUV 100 NXT K2+ P 6 STR,28356,Petrol,Manual,Regularly Serviced,New Delhi,4.24,"8,289"
1982,2019,Jeep,Compass LIMITED PLUS DIESEL 4X4,35933,Diesel,Manual,Sunroof,New Delhi,14.39,"31,287"
1983,2010,Maruti,Alto K10 VXI,70487,Petrol,Manual,Top Model,New Delhi,1.47,"13,061"
1984,2022,Tata,Tiago XZ PLUS CNG,6889,CNG,Manual,Regularly Serviced,New Delhi,6.96,"13,615"
1985,2019,Maruti,Ciaz ALPHA DIESEL 1.5,92089,Diesel,Manual,Top Model,New Delhi,7.31,"16,251"
1986,2017,Hyundai,Elite i20 SPORTZ 1.2,6085,Petrol,Manual,Regularly Serviced,New Delhi,5.87,"11,476"
1987,2015,Maruti,Alto 800 VXI,23895,Petrol,Manual,Top Model,New Delhi,2.75,"5,376"
1988,2020,Ford,Ecosport TITANIUM 1.5 SPORTS(SUNROOF) PETROL,36674,Petrol,Manual,Regularly Serviced,New Delhi,10.06,"19,148"
1989,2019,Maruti,Dzire VXI,46706,Petrol,Manual,Regularly Serviced,New Delhi,5.37,"10,498"
1990,2022,Tata,TIGOR XE PETROL,14235,Petrol,Manual,Regularly Serviced,New Delhi,5.92,"11,574"
1991,2021,Hyundai,Creta SX (O) 1.4 TURBO DCT DUAL TONE,32162,Petrol,Automatic,Spl. Reg. No.,New Delhi,15.78,"30,036"
1992,2019,Maruti,Baleno ZETA PETROL 1.2,96146,Petrol,Manual,Alloy Wheels,New Delhi,5.48,"10,714"
1993,2018,Hyundai,Elite i20 ASTA 1.2 (O),48575,Petrol,Manual,100% Tyre Life,New Delhi,5.81,"11,359"
1994,2021,Tata,NEXON XZ PLUS DIESEL SUNROOF,46501,Diesel,Manual,Sunroof,New Delhi,8.90,"16,950"
1995,2017,Honda,City 1.5L I-VTEC V MT,55234,Petrol,Manual,Alloy Wheels,New Delhi,6.81,"13,314"
1996,2019,Maruti,Baleno DELTA PETROL 1.2,41512,Petrol,Manual,Safety Specs.,New Delhi,5.44,"10,635"
1997,2013,Maruti,Swift Dzire VXI,70817,Petrol,Manual,Regularly Serviced,New Delhi,2.92,"7,689"
1998,2022,Hyundai,NEW SANTRO SPORTZ MT,11884,Petrol,Manual,Regularly Serviced,New Delhi,5.18,"10,127"
1999,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,38428,Petrol,Manual,Regularly Serviced,New Delhi,3.98,"7,775"
2000,2019,Maruti,New Wagon-R LXI 1.0,13720,Petrol,Manual,Regularly Serviced,New Delhi,4.66,"9,110"
2001,2015,Maruti,Wagon R 1.0 VXI,74607,CNG,Manual,Top Model,New Delhi,2.90,"7,637"
2002,2016,Hyundai,Creta SX PLUS 1.6 PETROL,14146,Petrol,Manual,Top Model,New Delhi,8.05,"15,322"
2003,2016,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,50477,Petrol,Automatic,Top Model,New Delhi,4.69,"9,169"
2004,2020,Maruti,Dzire VXI,16845,Petrol,Manual,Regularly Serviced,New Delhi,6.49,"12,688"
2005,2017,Ford,Ecosport TREND + 1.5L PETROL AT,62303,Petrol,Automatic,100% Tyre Life,New Delhi,7.00,"13,685"
2006,2016,Honda,City 1.5L I-VTEC VX,75494,Petrol,Manual,Sunroof,New Delhi,6.85,"13,392"
2007,2015,Maruti,Swift Dzire VXI,69933,Petrol,Manual,City Driven,New Delhi,3.81,"7,449"
2008,2018,Maruti,Baleno ALPHA DIESEL 1.3,62411,Diesel,Manual,Top Model,New Delhi,5.15,"13,562"
2009,2012,Toyota,Corolla Altis G PETROL,100798,Petrol,Manual,Alloy Wheels,New Delhi,3.28,"10,894"
2010,2021,Mahindra,XUV300 W8 (O) 1.5 DIESEL,68950,Diesel,Manual,Top Model,New Delhi,9.78,"18,615"
2011,2022,Maruti,XL6 ALPHA AT,29106,Petrol,Automatic,Top Model,New Delhi,13.20,"25,125"
2012,2020,Maruti,Baleno DELTA PETROL 1.2,25641,Petrol,Manual,Regularly Serviced,New Delhi,5.81,"11,359"
2013,2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,35110,Petrol,Automatic,Alloy Wheels,New Delhi,6.21,"12,141"
2014,2021,Renault,Kiger RXZ 1.0 TURBO MT,9787,Petrol,Manual,As Good As New,New Delhi,7.53,"14,721"
2015,2021,Renault,Kwid CLIMBER 1.0 AMT (O),39482,Petrol,Automatic,Safety Specs.,New Delhi,4.34,"8,485"
2016,2019,Maruti,Baleno DELTA PETROL 1.2,62932,Petrol,Manual,Safety Specs.,New Delhi,5.29,"10,342"
2017,2018,Tata,NEXON XZA PLUS PETROL DUAL TONE,29337,Petrol,Automatic,Top Model,New Delhi,7.73,"15,112"
2018,2022,Maruti,Alto LXI O,22591,Petrol,Manual,Regularly Serviced,New Delhi,3.83,"7,493"
2019,2019,Hyundai,NEW SANTRO SPORTZ CNG,81563,CNG,Manual,Regularly Serviced,New Delhi,4.59,"8,974"
2020,2023,Maruti,New Wagon-R LXI 1.0,2319,Petrol,Manual,Regularly Serviced,New Delhi,5.90,"11,535"
2021,2019,Hyundai,NEW SANTRO SPORTZ AMT,24697,Petrol,Automatic,Regularly Serviced,New Delhi,5.82,"11,378"
2022,2016,Maruti,Alto 800 LXI,89853,Petrol,Manual,Low Run Cost,New Delhi,2.43,"4,751"
2023,2013,Maruti,Wagon R 1.0 VXI,43966,Petrol,Manual,Top Model,New Delhi,2.69,"7,084"
2024,2015,Honda,Jazz 1.2L I-VTEC V AT,61818,Petrol,Automatic,Spl. Reg. No.,New Delhi,4.87,"9,521"
2025,2011,Toyota,Etios G,44432,Petrol,Manual,City Driven,New Delhi,2.19,"10,309"
2026,2023,Renault,TRIBER RXT,4758,Petrol,Manual,Regularly Serviced,New Delhi,7.21,"14,096"
2027,2011,Toyota,Corolla Altis 1.8 G,100075,Petrol,Manual,City Driven,New Delhi,2.59,"12,192"
2028,2012,Maruti,Zen Estilo VXI,37103,Petrol,Manual,Top Model,New Delhi,2.08,"6,909"
2029,2011,Hyundai,i10 MAGNA 1.2,81982,Petrol,Manual,City Driven,New Delhi,1.81,"8,520"
2030,2015,Maruti,Ciaz VXI,41599,Petrol,Manual,100% Tyre Life,New Delhi,5.59,"10,929"
2031,2013,Honda,Amaze 1.2L I-VTEC S,67517,Petrol,Manual,City Driven,New Delhi,3.32,"8,743"
2032,2011,Hyundai,Verna FLUIDIC 1.6 VTVT SX OPT AT,43497,Petrol,Automatic,Top Model,New Delhi,3.68,"17,323"
2033,2017,Renault,Kwid RXT 1.0 (O),23608,Petrol,Manual,Top Model,New Delhi,2.78,"5,435"
2034,2017,Ford,Ecosport AMBIENTE 1.5L PETROL,55162,Petrol,Manual,goodClearance,New Delhi,4.87,"9,521"
2035,2019,Maruti,Ciaz DELTA DIESEL 1.5,60619,Diesel,Manual,Spl. Reg. No.,New Delhi,7.16,"15,936"
2036,2020,MG,HECTOR SMART HYBRID 1.5 PETROL,38343,Petrol,Manual,Alloy Wheels,New Delhi,13.03,"24,801"
2037,2019,Hyundai,VENUE SX 1.0 TURBO,42106,Petrol,Manual,Top Model,New Delhi,7.41,"14,487"
2038,2018,Maruti,Baleno DELTA PETROL 1.2,13151,Petrol,Manual,Regularly Serviced,New Delhi,5.35,"10,459"
2039,2017,Honda,Amaze 1.2L I-VTEC VX,77979,Petrol,Manual,Top Model,New Delhi,4.35,"8,504"
2040,2019,MG,HECTOR SHARP HYBRID 1.5 PETROL,62427,Petrol,Manual,Spl. Reg. No.,New Delhi,12.70,"24,173"
2041,2015,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,66563,Petrol,Manual,City Driven,New Delhi,3.48,"6,803"
2042,2019,Renault,Kwid RXT 1.0 AMT (O),25711,Petrol,Automatic,Top Model,New Delhi,4.04,"7,898"
2043,2018,Maruti,Wagon R 1.0 LXI CNG,60667,CNG,Manual,100% Tyre Life,New Delhi,4.04,"7,898"
2044,2014,Honda,Amaze 1.2L I-VTEC VX,33017,Petrol,Manual,Top Model,New Delhi,3.51,"7,808"
2045,2016,Toyota,Etios Liva G,19716,Petrol,Manual,Regularly Serviced,New Delhi,4.10,"8,016"
2046,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,15820,Petrol,Manual,Less Driven,New Delhi,4.18,"8,172"
2047,2019,Maruti,New Wagon-R LXI CNG 1.0,71919,CNG,Manual,Regularly Serviced,New Delhi,4.89,"9,560"
2048,2018,Maruti,Baleno ZETA CVT PETROL 1.2,18707,Petrol,Automatic,Alloy Wheels,New Delhi,6.76,"13,222"
2049,2018,Maruti,Baleno DELTA PETROL 1.2,36870,Petrol,Manual,Safety Specs.,New Delhi,5.07,"9,912"
2050,2019,Maruti,Baleno ZETA PETROL 1.2,34794,Petrol,Manual,Spl. Reg. No.,New Delhi,6.19,"12,102"
2051,2014,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,87766,Petrol,Manual,Top Model,New Delhi,3.39,"7,541"
2052,2015,Hyundai,Elite i20 SPORTZ 1.2,119879,Petrol,Manual,Safety Specs.,New Delhi,4.24,"9,427"
2053,2013,Hyundai,i10 ERA 1.1,53299,Petrol,Manual,Regularly Serviced,Bangalore,3.23,"8,506"
2054,2021,Tata,TIGOR XZ PLUS PETROL,26845,Petrol,Manual,Alloy Wheels,Bangalore,7.12,"13,920"
2055,2019,Datsun,Redi Go D,49573,Petrol,Manual,Low Run Cost,Bangalore,2.33,"4,555"
2056,2018,Skoda,Rapid 1.6 MPI STYLE PLUS MT,94651,Petrol,Manual,,Bangalore,7.02,"13,724"
